batch_id,selected_request_id,origin,destination,max_wait,time_window_start,time_window_start_hhmm,time_window_end,time_window_end_hhmm,Transportation_min,Joby_min,Transportation_Joby_time_saving,pending_count,final_drop_penalty,assigned_vehicle,pickup_time,pickup_time_hhmm,delivery_time,delivery_time_hhmm,final_status
B462,R462,7,1,5,673,16:53,678,16:58,56,9,47,1,1596500,28.0,664.0,16:44,674.0,16:54,Complete
B463,R463,3,9,5,682,17:02,687,17:07,122,17,105,1,2177100,0.0,665.0,16:45,683.0,17:03,Complete
B464,R464,4,9,6,682,17:02,688,17:08,124,17,107,1,2189400,15.0,667.0,16:47,688.0,17:08,Complete
B465,R465,8,4,5,680,17:00,685,17:05,76,14,62,1,1750200,11.0,666.0,16:46,680.0,17:00,Complete
B466,R466,1,10,7,682,17:02,689,17:09,61,15,46,1,1578400,36.0,672.0,16:52,688.0,17:08,Complete
B467,R467,6,7,5,682,17:02,687,17:07,77,15,62,1,1750300,30.0,667.0,16:47,686.0,17:06,Complete
B468,R468,8,6,6,686,17:06,692,17:12,110,19,91,1,2037000,10.0,667.0,16:47,687.0,17:07,Complete
B469,R469,9,1,8,685,17:05,693,17:13,114,18,96,1,2081700,23.0,667.0,16:47,689.0,17:09,Complete
B470,R470,1,10,7,684,17:04,691,17:11,61,16,45,1,1578400,36.0,669.0,16:49,691.0,17:11,Complete
B471,R471,4,2,5,676,16:56,681,17:01,56,8,48,1,1608700,35.0,668.0,16:48,680.0,17:00,Complete
B472,R472,7,4,5,677,16:57,682,17:02,57,9,48,1,1605500,14.0,670.0,16:50,680.0,17:00,Complete
B473,R473,1,2,5,678,16:58,683,17:03,54,9,45,1,1574000,13.0,669.0,16:49,679.0,16:59,Complete
B474,R474,1,9,6,687,17:07,693,17:13,113,18,95,1,2073700,33.0,670.0,16:50,689.0,17:09,Complete
B475,R475,4,2,5,677,16:57,682,17:02,56,8,48,1,1608700,18.0,669.0,16:49,678.0,16:58,Complete
B476,R476,10,4,5,683,17:03,688,17:08,66,14,52,1,1641900,37.0,670.0,16:50,685.0,17:05,Complete
B477,R477,2,4,5,678,16:58,683,17:03,54,8,46,1,1588700,31.0,671.0,16:51,683.0,17:03,Complete
B478,R478,4,7,4,679,16:59,683,17:03,57,9,48,1,1606500,25.0,670.0,16:50,680.0,17:00,Complete
B479,R479,6,7,5,686,17:06,691,17:11,77,15,62,0,1650300,30.0,671.0,16:51,689.0,17:09,Complete
B480,,1,10,7,688,17:08,695,17:15,61,16,45,1,1578400,,,,,,Overdue
B481,R481,2,10,8,692,17:12,700,17:20,106,18,88,0,1901900,17.0,674.0,16:54,700.0,17:20,Complete
B482,,3,5,6,684,17:04,690,17:10,50,10,40,1,1528200,,,,,,Overdue
B483,R483,7,6,6,688,17:08,694,17:14,78,14,64,0,1659300,9.0,676.0,16:56,691.0,17:11,Complete
B484,R484,7,4,5,684,17:04,689,17:09,57,9,48,0,1505500,2.0,679.0,16:59,689.0,17:09,Complete
B485,R485,2,5,5,686,17:06,691,17:11,59,10,49,0,1510100,35.0,677.0,16:57,691.0,17:11,Complete
B486,R486,9,5,6,695,17:15,701,17:21,139,19,120,0,2223000,5.0,677.0,16:57,697.0,17:17,Complete
B487,,1,6,5,686,17:06,691,17:11,23,9,14,1,1260600,,,,,,Overdue
B488,R488,9,4,7,694,17:14,701,17:21,125,17,108,0,2098400,12.0,677.0,16:57,699.0,17:19,Complete
B489,,1,6,5,687,17:07,692,17:12,23,9,14,1,1260600,,,,,,Overdue
B490,,2,4,5,686,17:06,691,17:11,54,8,46,1,1588700,,,,,,Overdue
B491,,1,3,5,688,17:08,693,17:13,49,8,41,1,1538100,,,,,,Overdue
B492,,3,4,6,689,17:09,695,17:15,45,9,36,1,1486400,,,,,,Overdue
B493,R493,9,3,6,697,17:17,703,17:23,121,17,104,1,2166100,7.0,680.0,17:00,698.0,17:18,Complete
B494,R494,1,2,5,690,17:10,695,17:15,54,9,45,1,1574000,28.0,681.0,17:01,694.0,17:14,Complete
B495,R495,2,5,6,692,17:12,698,17:18,59,11,48,1,1609100,18.0,681.0,17:01,692.0,17:12,Complete
B496,R496,9,1,8,699,17:19,707,17:27,114,18,96,1,2081700,29.0,681.0,17:01,700.0,17:20,Complete
B497,,3,4,6,691,17:11,697,17:17,45,9,36,1,1486400,,,,,,Overdue
B498,,1,5,6,692,17:12,698,17:18,27,9,18,1,1298900,,,,,,Overdue
B499,R499,2,4,6,691,17:11,697,17:17,54,8,46,1,1587700,27.0,686.0,17:06,695.0,17:15,Complete
B500,,4,3,5,692,17:12,697,17:17,45,9,36,1,1487400,,,,,,Overdue
B501,R501,6,7,6,698,17:18,704,17:24,77,15,62,1,1749300,16.0,687.0,17:07,702.0,17:22,Complete
B502,R502,1,2,5,693,17:13,698,17:18,54,9,45,1,1574000,28.0,684.0,17:04,697.0,17:17,Complete
B503,,3,1,6,692,17:12,698,17:18,51,8,43,1,1557100,,,,,,Overdue
B504,,3,5,7,694,17:14,701,17:21,50,10,40,2,1627200,,,,,,Overdue
B505,R505,3,10,10,701,17:21,711,17:31,83,17,66,1,1776800,26.0,688.0,17:08,711.0,17:31,Complete
B506,R506,4,9,6,702,17:22,708,17:28,124,18,106,1,2189400,11.0,684.0,17:04,708.0,17:28,Complete
B507,,1,5,6,694,17:14,700,17:20,27,9,18,2,1398900,,,,,,Overdue
B508,R508,2,4,6,693,17:13,699,17:19,54,8,46,1,1587700,34.0,688.0,17:08,697.0,17:17,Complete
B509,R509,2,5,6,696,17:16,702,17:22,59,11,48,1,1609100,25.0,689.0,17:09,700.0,17:20,Complete
B510,R510,2,9,5,701,17:21,706,17:26,107,16,91,1,2033400,6.0,685.0,17:05,702.0,17:22,Complete
B511,R511,4,2,5,693,17:13,698,17:18,56,8,48,1,1608700,22.0,685.0,17:05,694.0,17:14,Complete
B512,R512,9,5,6,704,17:24,710,17:30,139,19,120,1,2323000,1.0,685.0,17:05,705.0,17:25,Complete
B513,R513,10,3,9,702,17:22,711,17:31,83,17,66,1,1777800,19.0,685.0,17:05,706.0,17:26,Complete
B514,R514,1,7,5,695,17:15,700,17:20,55,9,46,1,1586500,31.0,690.0,17:10,700.0,17:20,Complete
B515,R515,8,3,6,698,17:18,704,17:24,57,12,45,1,1570100,38.0,686.0,17:06,699.0,17:19,Complete
B516,R516,4,7,5,696,17:16,701,17:21,57,9,48,1,1605500,24.0,687.0,17:07,697.0,17:17,Complete
B517,,5,10,4,699,17:19,703,17:23,38,12,26,2,1486300,,,,,,Overdue
B518,R518,1,7,5,697,17:17,702,17:22,55,9,46,1,1586500,37.0,692.0,17:12,702.0,17:22,Complete
B519,,2,1,6,697,17:17,703,17:23,54,9,45,2,1673000,,,,,,Overdue
B520,,3,5,7,698,17:18,705,17:25,50,10,40,2,1627200,,,,,,Overdue
B521,R521,3,6,6,700,17:20,706,17:26,83,12,71,1,1835600,39.0,688.0,17:08,701.0,17:21,Complete
B522,R522,4,8,5,702,17:22,707,17:27,78,14,64,1,1770200,14.0,688.0,17:08,702.0,17:22,Complete
B523,R523,9,4,7,706,17:26,713,17:33,125,18,107,1,2198400,3.0,688.0,17:08,712.0,17:32,Complete
B524,,3,4,6,698,17:18,704,17:24,45,9,36,2,1586400,,,,,,Overdue
B525,R525,2,6,8,703,17:23,711,17:31,92,13,79,1,1913500,13.0,695.0,17:15,709.0,17:29,Complete
B526,,3,4,6,699,17:19,705,17:25,45,9,36,2,1586400,,,,,,Overdue
B527,,3,5,7,700,17:20,707,17:27,50,10,40,2,1627200,,,,,,Overdue
B528,R528,4,9,6,708,17:28,714,17:34,124,18,106,1,2189400,11.0,690.0,17:10,711.0,17:31,Complete
B529,R529,10,4,5,704,17:24,709,17:29,66,14,52,1,1641900,20.0,690.0,17:10,709.0,17:29,Complete
B530,R530,2,6,8,705,17:25,713,17:33,92,13,79,0,1813500,13.0,692.0,17:12,712.0,17:32,Complete
B531,,4,2,5,700,17:20,705,17:25,56,8,48,1,1608700,,,,,,Overdue
B532,,4,7,5,701,17:21,706,17:26,57,9,48,1,1605500,,,,,,Overdue
B533,R533,5,9,6,711,17:31,717,17:37,138,19,119,0,2213000,4.0,692.0,17:12,712.0,17:32,Complete
B534,R534,6,2,6,705,17:25,711,17:31,92,13,79,0,1815500,9.0,694.0,17:14,711.0,17:31,Complete
B535,R535,3,10,10,710,17:30,720,17:40,83,17,66,0,1676800,26.0,693.0,17:13,714.0,17:34,Complete
B536,,4,2,5,701,17:21,706,17:26,56,8,48,1,1608700,,,,,,Overdue
B537,R537,9,10,7,714,17:34,721,17:41,177,21,156,0,2582300,0.0,693.0,17:13,715.0,17:35,Complete
B538,,4,2,5,702,17:22,707,17:27,56,8,48,1,1608700,,,,,,Overdue
B539,R539,10,3,9,711,17:31,720,17:40,83,17,66,0,1677800,20.0,694.0,17:14,719.0,17:39,Complete
B540,,2,1,6,704,17:24,710,17:30,54,9,45,1,1573000,,,,,,Overdue
B541,,4,3,5,705,17:25,710,17:30,45,9,36,1,1487400,,,,,,Overdue
B542,R542,7,4,5,705,17:25,710,17:30,57,9,48,0,1505500,30.0,696.0,17:16,710.0,17:30,Complete
B543,R543,4,2,5,705,17:25,710,17:30,56,8,48,1,1608700,27.0,700.0,17:20,709.0,17:29,Complete
B544,R544,4,7,5,707,17:27,712,17:32,57,9,48,1,1605500,2.0,700.0,17:20,710.0,17:30,Complete
B545,R545,5,9,6,717,17:37,723,17:43,138,19,119,1,2313000,5.0,700.0,17:20,726.0,17:46,Complete
B546,R546,2,4,6,707,17:27,713,17:33,54,8,46,0,1487700,22.0,699.0,17:19,711.0,17:31,Complete
B547,,3,4,6,708,17:28,714,17:34,45,9,36,1,1486400,,,,,,Overdue
B548,,3,5,7,709,17:29,716,17:36,50,10,40,1,1527200,,,,,,Overdue
B549,R549,3,10,10,717,17:37,727,17:47,83,17,66,1,1776800,19.0,709.0,17:29,727.0,17:47,Complete
B550,,1,10,7,716,17:36,723,17:43,61,15,46,2,1678400,,,,,,Overdue
B551,R551,2,4,6,709,17:29,715,17:35,54,8,46,1,1587700,24.0,706.0,17:26,715.0,17:35,Complete
B552,,3,5,7,711,17:31,718,17:38,50,10,40,1,1527200,,,,,,Overdue
B553,R553,4,2,5,709,17:29,714,17:34,56,8,48,1,1608700,34.0,701.0,17:21,710.0,17:30,Complete
B554,R554,1,9,7,720,17:40,727,17:47,113,18,95,1,2072700,23.0,702.0,17:22,721.0,17:41,Complete
B555,R555,9,3,6,719,17:39,725,17:45,121,17,104,1,2166100,15.0,702.0,17:22,723.0,17:43,Complete
B556,R556,9,4,7,720,17:40,727,17:47,125,18,107,1,2198400,6.0,708.0,17:28,726.0,17:46,Complete
B557,R557,3,1,6,711,17:31,717,17:37,51,8,43,1,1557100,35.0,708.0,17:28,717.0,17:37,Complete
B558,,3,4,6,712,17:32,718,17:38,45,9,36,1,1486400,,,,,,Overdue
B559,R559,2,5,6,714,17:34,720,17:40,59,10,49,1,1609100,28.0,704.0,17:24,719.0,17:39,Complete
B560,,3,5,7,714,17:34,721,17:41,50,10,40,2,1627200,,,,,,Overdue
B561,,4,3,5,713,17:33,718,17:38,45,9,36,1,1487400,,,,,,Overdue
B562,R562,5,2,6,714,17:34,720,17:40,61,10,51,1,1629100,1.0,708.0,17:28,719.0,17:39,Complete
B563,R563,6,7,6,718,17:38,724,17:44,77,14,63,1,1749300,10.0,704.0,17:24,722.0,17:42,Complete
B564,R564,9,4,7,722,17:42,729,17:49,125,18,107,1,2198400,6.0,705.0,17:25,729.0,17:49,Complete
B565,,3,5,7,715,17:35,722,17:42,50,10,40,2,1627200,,,,,,Overdue
B566,R566,3,10,10,722,17:42,732,17:52,83,17,66,1,1776800,38.0,714.0,17:34,732.0,17:52,Complete
B567,R567,1,3,5,714,17:34,719,17:39,49,8,41,1,1538100,31.0,710.0,17:30,719.0,17:39,Complete
B568,R568,2,4,6,714,17:34,720,17:40,54,8,46,1,1587700,16.0,711.0,17:31,720.0,17:40,Complete
B569,R569,4,3,5,716,17:36,721,17:41,45,9,36,1,1487400,25.0,709.0,17:29,719.0,17:39,Complete
B570,R570,4,8,5,720,17:40,725,17:45,78,13,65,1,1770200,12.0,707.0,17:27,721.0,17:41,Complete
B571,,1,5,6,718,17:38,724,17:44,27,10,17,2,1398900,,,,,,Overdue
B572,R572,2,5,6,718,17:38,724,17:44,59,10,49,1,1609100,28.0,708.0,17:28,722.0,17:42,Complete
B573,,3,4,6,717,17:37,723,17:43,45,9,36,2,1586400,,,,,,Overdue
B574,,5,1,5,718,17:38,723,17:43,27,10,17,2,1399900,,,,,,Overdue
B575,R575,9,4,7,726,17:46,733,17:53,125,18,107,1,2198400,4.0,715.0,17:35,733.0,17:53,Complete
B576,R576,10,3,9,725,17:45,734,17:54,83,17,66,1,1777800,17.0,708.0,17:28,733.0,17:53,Complete
B577,R577,1,3,5,717,17:37,722,17:42,49,8,41,1,1538100,39.0,711.0,17:31,720.0,17:40,Complete
B578,R578,3,5,7,719,17:39,726,17:46,50,10,40,1,1527200,32.0,715.0,17:35,726.0,17:46,Complete
B579,R579,4,2,5,717,17:37,722,17:42,56,8,48,1,1608700,30.0,713.0,17:33,722.0,17:42,Complete
B580,R580,1,7,5,719,17:39,724,17:44,55,9,46,1,1586500,18.0,710.0,17:30,724.0,17:44,Complete
B581,R581,1,9,7,728,17:48,735,17:55,113,18,95,1,2072700,29.0,710.0,17:30,729.0,17:49,Complete
B582,R582,2,4,6,718,17:38,724,17:44,54,8,46,1,1587700,27.0,712.0,17:32,724.0,17:44,Complete
B583,R583,3,6,6,722,17:42,728,17:48,83,12,71,1,1835600,7.0,710.0,17:30,723.0,17:43,Complete
B584,R584,9,4,7,728,17:48,735,17:55,125,18,107,1,2198400,8.0,714.0,17:34,735.0,17:55,Complete
B585,,1,5,6,720,17:40,726,17:46,27,9,18,1,1298900,,,,,,Overdue
B586,R586,2,1,6,720,17:40,726,17:46,54,9,45,0,1473000,14.0,715.0,17:35,725.0,17:45,Complete
B587,R587,3,10,10,728,17:48,738,17:58,83,17,66,0,1676800,38.0,711.0,17:31,735.0,17:55,Complete
B588,R588,7,4,5,720,17:40,725,17:45,57,9,48,0,1505500,2.0,713.0,17:33,723.0,17:43,Complete
B589,R589,9,4,7,728,17:48,735,17:55,125,17,108,0,2098400,8.0,711.0,17:31,732.0,17:52,Complete
B590,R590,3,10,10,729,17:49,739,17:59,83,17,66,0,1676800,33.0,715.0,17:35,752.0,18:12,Complete
B591,R591,2,1,6,722,17:42,728,17:48,54,9,45,0,1473000,9.0,714.0,17:34,727.0,17:47,Complete
B592,R592,2,4,6,721,17:41,727,17:47,54,8,46,0,1487700,27.0,715.0,17:35,727.0,17:47,Complete
B593,R593,2,5,6,724,17:44,730,17:50,59,11,48,0,1509100,34.0,718.0,17:38,729.0,17:49,Complete
B594,R594,4,2,5,721,17:41,726,17:46,56,8,48,0,1508700,3.0,715.0,17:35,724.0,17:44,Complete
B595,,1,3,5,722,17:42,727,17:47,49,8,41,1,1538100,,,,,,Overdue
B596,R596,1,7,5,723,17:43,728,17:48,55,9,46,0,1486500,18.0,714.0,17:34,727.0,17:47,Complete
B597,R597,1,2,5,724,17:44,729,17:49,54,9,45,0,1474000,36.0,715.0,17:35,725.0,17:45,Complete
B598,,1,5,6,724,17:44,730,17:50,27,9,18,1,1298900,,,,,,Overdue
B599,R599,2,5,6,726,17:46,732,17:52,59,11,48,0,1509100,34.0,715.0,17:35,732.0,17:52,Complete
B600,,4,3,5,724,17:44,729,17:49,45,9,36,1,1487400,,,,,,Overdue
B601,,5,10,4,727,17:47,731,17:51,38,12,26,1,1386300,,,,,,Overdue
B602,R602,4,2,5,724,17:44,729,17:49,56,8,48,0,1508700,22.0,716.0,17:36,728.0,17:48,Complete
B603,R603,2,1,6,726,17:46,732,17:52,54,9,45,0,1473000,9.0,717.0,17:37,730.0,17:50,Complete
B604,R604,3,10,10,735,17:55,745,18:05,83,17,66,1,1776800,20.0,722.0,17:42,740.0,18:00,Complete
B605,R605,4,2,5,726,17:46,731,17:51,56,8,48,0,1508700,22.0,719.0,17:39,731.0,17:51,Complete
B606,R606,7,4,5,727,17:47,732,17:52,57,9,48,0,1505500,10.0,719.0,17:39,732.0,17:52,Complete
B607,,1,6,5,728,17:48,733,17:53,23,9,14,1,1260600,,,,,,Overdue
B608,R608,2,4,6,727,17:47,733,17:53,54,8,46,0,1487700,37.0,719.0,17:39,728.0,17:48,Complete
B609,R609,3,5,7,729,17:49,736,17:56,50,10,40,1,1527200,31.0,722.0,17:42,733.0,17:53,Complete
B610,R610,3,10,10,736,17:56,746,18:06,83,17,66,0,1676800,33.0,719.0,17:39,755.0,18:15,Complete
B611,R611,1,2,5,729,17:49,734,17:54,54,9,45,1,1574000,35.0,720.0,17:40,730.0,17:50,Complete
B612,,3,4,6,729,17:49,735,17:55,45,9,36,1,1486400,,,,,,Overdue
B613,R613,9,1,8,738,17:58,746,18:06,114,18,96,1,2081700,21.0,720.0,17:40,746.0,18:06,Complete
B614,R614,10,4,5,734,17:54,739,17:59,66,14,52,1,1641900,0.0,720.0,17:40,739.0,17:59,Complete
B615,R615,2,5,6,732,17:52,738,17:58,59,11,48,1,1609100,1.0,722.0,17:42,733.0,17:53,Complete
B616,R616,4,2,5,729,17:49,734,17:54,56,8,48,1,1608700,16.0,723.0,17:43,732.0,17:52,Complete
B617,,1,6,5,732,17:52,737,17:57,23,9,14,1,1260600,,,,,,Overdue
B618,R618,2,1,6,732,17:52,738,17:58,54,9,45,1,1573000,36.0,728.0,17:48,738.0,17:58,Complete
B619,R619,2,4,6,731,17:51,737,17:57,54,8,46,1,1587700,30.0,725.0,17:45,737.0,17:57,Complete
B620,R620,3,1,6,731,17:51,737,17:57,51,8,43,1,1557100,25.0,723.0,17:43,732.0,17:52,Complete
B621,R621,5,2,6,734,17:54,740,18:00,61,11,50,1,1629100,28.0,725.0,17:45,736.0,17:56,Complete
B622,R622,4,9,6,742,18:02,748,18:08,124,18,106,1,2189400,2.0,726.0,17:46,744.0,18:04,Complete
B623,R623,10,3,9,741,18:01,750,18:10,83,17,66,1,1777800,0.0,724.0,17:44,749.0,18:09,Complete
B624,,1,5,6,734,17:54,740,18:00,27,9,18,2,1398900,,,,,,Overdue
B625,,3,4,6,734,17:54,740,18:00,45,9,36,2,1586400,,,,,,Overdue
B626,R626,2,4,6,734,17:54,740,18:00,54,8,46,1,1587700,30.0,728.0,17:48,740.0,18:00,Complete
B627,R627,4,2,5,734,17:54,739,17:59,56,8,48,1,1608700,24.0,726.0,17:46,738.0,17:58,Complete
B628,,8,3,6,739,17:59,745,18:05,57,12,45,2,1670100,,,,,,Overdue
B629,R629,9,1,8,745,18:05,753,18:13,114,18,96,1,2081700,21.0,727.0,17:47,749.0,18:09,Complete
B630,R630,4,2,5,736,17:56,741,18:01,56,8,48,1,1608700,6.0,732.0,17:52,741.0,18:01,Complete
B631,R631,6,7,6,742,18:02,748,18:08,77,14,63,1,1749300,7.0,728.0,17:48,743.0,18:03,Complete
B632,R632,9,4,7,746,18:06,753,18:13,125,18,107,1,2198400,11.0,728.0,17:48,746.0,18:06,Complete
B633,R633,3,5,7,739,17:59,746,18:06,50,10,40,1,1527200,39.0,733.0,17:53,744.0,18:04,Complete
B634,R634,3,6,6,741,18:01,747,18:07,83,12,71,1,1835600,15.0,729.0,17:49,742.0,18:02,Complete
B635,R635,7,4,5,738,17:58,743,18:03,57,9,48,1,1605500,3.0,733.0,17:53,743.0,18:03,Complete
B636,R636,1,7,5,739,17:59,744,18:04,55,9,46,1,1586500,9.0,733.0,17:53,743.0,18:03,Complete
B637,R637,3,10,10,747,18:07,757,18:17,83,17,66,1,1776800,39.0,730.0,17:50,757.0,18:17,Complete
B638,R638,2,1,6,740,18:00,746,18:06,54,9,45,0,1473000,35.0,733.0,17:53,743.0,18:03,Complete
B639,R639,2,4,6,739,17:59,745,18:05,54,8,46,0,1487700,16.0,735.0,17:55,744.0,18:04,Complete
B640,R640,3,4,6,740,18:00,746,18:06,45,9,36,0,1386400,26.0,735.0,17:55,745.0,18:05,Complete
B641,,4,3,5,741,18:01,746,18:06,45,9,36,1,1487400,,,,,,Overdue
B642,R642,9,10,7,754,18:14,761,18:21,177,21,156,0,2582300,5.0,733.0,17:53,762.0,18:22,Complete
B643,R643,1,2,5,744,18:04,749,18:09,54,9,45,0,1474000,25.0,735.0,17:55,745.0,18:05,Complete
B644,R644,2,1,6,744,18:04,750,18:10,54,9,45,0,1473000,24.0,735.0,17:55,748.0,18:08,Complete
B645,,3,4,6,744,18:04,750,18:10,45,9,36,1,1486400,,,,,,Overdue
B646,R646,3,5,7,746,18:06,753,18:13,50,10,40,0,1427200,17.0,736.0,17:56,747.0,18:07,Complete
B647,R647,4,2,5,744,18:04,749,18:09,56,8,48,0,1508700,4.0,736.0,17:56,745.0,18:05,Complete
B648,R648,7,4,5,745,18:05,750,18:10,57,9,48,0,1505500,32.0,739.0,17:59,749.0,18:09,Complete
B649,R649,4,3,5,746,18:06,751,18:11,45,9,36,1,1487400,27.0,740.0,18:00,750.0,18:10,Complete
B650,R650,6,7,6,752,18:12,758,18:18,77,15,62,0,1649300,13.0,737.0,17:57,755.0,18:15,Complete
B651,,6,7,6,752,18:12,758,18:18,77,14,63,1,1749300,,,,,,Overdue
B652,R652,4,7,5,748,18:08,753,18:13,57,9,48,0,1505500,10.0,739.0,17:59,752.0,18:12,Complete
B653,R653,7,1,5,748,18:08,753,18:13,56,9,47,0,1496500,37.0,739.0,17:59,749.0,18:09,Complete
B654,R654,2,1,6,749,18:09,755,18:15,54,9,45,1,1573000,22.0,740.0,18:00,750.0,18:10,Complete
B655,R655,7,4,5,749,18:09,754,18:14,57,9,48,1,1605500,18.0,740.0,18:00,754.0,18:14,Complete
B656,R656,8,6,5,760,18:20,765,18:25,110,19,91,1,2038000,12.0,741.0,18:01,761.0,18:21,Complete
B657,R657,1,7,6,751,18:11,757,18:17,55,9,46,1,1585500,14.0,742.0,18:02,756.0,18:16,Complete
B658,R658,4,7,5,751,18:11,756,18:16,57,9,48,1,1605500,8.0,742.0,18:02,755.0,18:15,Complete
B659,R659,1,3,6,751,18:11,757,18:17,49,8,41,1,1537100,36.0,743.0,18:03,752.0,18:12,Complete
B660,R660,2,5,7,754,18:14,761,18:21,59,11,48,1,1608100,4.0,748.0,18:08,759.0,18:19,Complete
B661,R661,4,7,5,753,18:13,758,18:18,57,9,48,1,1605500,8.0,745.0,18:05,758.0,18:18,Complete
B662,R662,7,6,6,758,18:18,764,18:24,78,14,64,1,1759300,18.0,744.0,18:04,764.0,18:24,Complete
B663,R663,1,2,6,754,18:14,760,18:20,54,9,45,1,1573000,35.0,746.0,18:06,759.0,18:19,Complete
B664,R664,1,7,6,755,18:15,761,18:21,55,9,46,1,1585500,14.0,746.0,18:06,759.0,18:19,Complete
B665,R665,2,4,6,754,18:14,760,18:20,54,8,46,1,1587700,6.0,746.0,18:06,758.0,18:18,Complete
B666,R666,4,2,6,754,18:14,760,18:20,56,8,48,1,1607700,3.0,746.0,18:06,760.0,18:20,Complete
B667,R667,8,1,7,761,18:21,768,18:28,83,14,69,1,1814400,9.0,753.0,18:13,768.0,18:28,Complete
B668,R668,2,4,6,756,18:16,762,18:22,54,8,46,1,1587700,6.0,749.0,18:09,761.0,18:21,Complete
B669,R669,8,6,5,769,18:29,774,18:34,110,19,91,1,2038000,23.0,750.0,18:10,770.0,18:30,Complete
B670,R670,4,9,9,768,18:28,777,18:37,124,17,107,0,2086400,3.0,751.0,18:11,777.0,18:37,Complete
B671,R671,1,7,6,761,18:21,767,18:27,55,9,46,0,1485500,21.0,752.0,18:12,765.0,18:25,Complete
B672,R672,1,3,6,761,18:21,767,18:27,49,8,41,0,1437100,16.0,753.0,18:13,762.0,18:22,Complete
B673,R673,1,7,6,762,18:22,768,18:28,55,9,46,0,1485500,21.0,755.0,18:15,768.0,18:28,Complete
B674,R674,2,4,6,764,18:24,770,18:30,54,8,46,0,1487700,35.0,756.0,18:16,768.0,18:28,Complete
B675,R675,7,4,5,766,18:26,771,18:31,57,9,48,0,1505500,7.0,757.0,18:17,767.0,18:27,Complete
B676,R676,7,6,6,772,18:32,778,18:38,78,15,63,0,1659300,10.0,757.0,18:17,772.0,18:32,Complete
B677,R677,1,3,6,767,18:27,773,18:33,49,8,41,0,1437100,26.0,759.0,18:19,768.0,18:28,Complete
B678,R678,8,6,5,778,18:38,783,18:43,110,19,91,0,1938000,29.0,759.0,18:19,779.0,18:39,Complete
B679,R679,2,5,7,770,18:30,777,18:37,59,10,49,1,1608100,28.0,765.0,18:25,776.0,18:36,Complete
B680,R680,4,3,5,769,18:29,774,18:34,45,9,36,1,1487400,32.0,760.0,18:20,773.0,18:33,Complete
B681,R681,1,7,6,770,18:30,776,18:36,55,9,46,1,1585500,22.0,761.0,18:21,776.0,18:36,Complete
B682,R682,2,4,6,769,18:29,775,18:35,54,8,46,1,1587700,27.0,763.0,18:23,772.0,18:32,Complete
B683,R683,7,5,5,773,18:33,778,18:38,63,12,51,1,1638500,14.0,762.0,18:22,775.0,18:35,Complete
B684,R684,2,5,7,772,18:32,779,18:39,59,10,49,1,1608100,28.0,762.0,18:22,779.0,18:39,Complete
B685,R685,4,3,5,772,18:32,777,18:37,45,9,36,1,1487400,32.0,763.0,18:23,776.0,18:36,Complete
B686,R686,2,4,6,772,18:32,778,18:38,54,8,46,1,1587700,16.0,768.0,18:28,777.0,18:37,Complete
B687,R687,4,3,5,773,18:33,778,18:38,45,9,36,1,1487400,11.0,764.0,18:24,777.0,18:37,Complete
B688,R688,7,4,5,774,18:34,779,18:39,57,9,48,1,1605500,30.0,767.0,18:27,777.0,18:37,Complete
B689,R689,8,6,5,784,18:44,789,18:49,110,19,91,1,2038000,8.0,768.0,18:28,788.0,18:48,Complete
B690,R690,1,7,6,775,18:35,781,18:41,55,9,46,1,1585500,22.0,766.0,18:26,779.0,18:39,Complete
B691,R691,4,3,5,775,18:35,780,18:40,45,9,36,1,1487400,11.0,767.0,18:27,780.0,18:40,Complete
B692,R692,7,4,5,775,18:35,780,18:40,57,9,48,1,1605500,36.0,767.0,18:27,777.0,18:37,Complete
B693,R693,1,2,6,776,18:36,782,18:42,54,9,45,1,1573000,37.0,767.0,18:27,782.0,18:42,Complete
B694,R694,1,7,6,777,18:37,783,18:43,55,9,46,1,1585500,24.0,768.0,18:28,778.0,18:38,Complete
B695,R695,4,3,5,778,18:38,783,18:43,45,9,36,1,1487400,34.0,769.0,18:29,782.0,18:42,Complete
B696,R696,2,5,7,780,18:40,787,18:47,59,10,49,1,1608100,0.0,770.0,18:30,787.0,18:47,Complete
B697,R697,4,7,5,779,18:39,784,18:44,57,9,48,1,1605500,7.0,770.0,18:30,780.0,18:40,Complete
B698,R698,7,6,6,784,18:44,790,18:50,78,14,64,1,1759300,13.0,770.0,18:30,789.0,18:49,Complete
B699,R699,9,10,7,791,18:51,798,18:58,177,21,156,1,2682300,2.0,770.0,18:30,792.0,18:52,Complete
B700,R700,2,4,6,780,18:40,786,18:46,54,8,46,0,1487700,26.0,774.0,18:34,783.0,18:43,Complete
B701,R701,4,3,5,781,18:41,786,18:46,45,9,36,0,1387400,34.0,772.0,18:32,785.0,18:45,Complete
B702,R702,3,5,7,783,18:43,790,18:50,50,10,40,0,1427200,0.0,776.0,18:36,790.0,18:50,Complete
B703,R703,4,3,5,782,18:42,787,18:47,45,9,36,0,1387400,35.0,773.0,18:33,786.0,18:46,Complete
B704,R704,7,6,6,788,18:48,794,18:54,78,14,64,0,1659300,13.0,774.0,18:34,792.0,18:52,Complete
B705,R705,1,3,6,784,18:44,790,18:50,49,8,41,0,1437100,9.0,776.0,18:36,785.0,18:45,Complete
